Year,ID,National,Position,PY,WY,CE/PL/UPL,Sex,R&D/Non R&D,WP,Birth,SCHLafterEPY,School,CORE,LP,RCMD,Performance,EDU,EmployBenifits,Retention,Married,HP,Core,Jobtype,Fresh/Exprnc,Transferred,PromotionCandidate,Promotion,Incentive,Retire
2013,lg0554,1,P3,8,21,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1967,N,T1,N,N,N,0,Doctor,N,N,18,N,N,A,0,N,N,N,2,0
2013,lg0555,1,P3,1,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T1,N,N,N,0,Master,N,Y,13,N,Y,A,0,N,N,N,1,0
2013,lg0556,1,P2,1,12,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1979,N,T4,N,N,N,0,Two-year college,N,N,7,N,N,A,0,N,N,N,0,0
2013,lg0557,1,P3,6,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T2,N,N,N,0,Master,N,N,6,N,N,A,1,N,Y,N,0,0
2013,lg0558,1,P2,1,8,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1977,N,T4,N,N,N,0,null,N,N,8,N,N,A,1,N,N,N,0,0
2013,lg0559,1,P3,8,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T1,N,N,N,0,Doctor,N,Y,11,N,N,A,1,N,Y,Y,1,0
2013,lg0560,1,P1,2,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0828,1,P3,7,5,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Doctor,N,N,7,N,N,A,1,N,Y,N,1,0
2013,lg0831,1,P2,4,4,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Master,N,N,1,N,N,A,0,N,Y,Y,0,0
2013,lg3288,1,P2,4,4,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,0,0
2013,lg0562,1,P1,3,4,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Two-year college,N,N,4,N,N,A,1,N,N,N,0,0
2013,lg0563,1,P2,1,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T1,N,N,N,0,Master,N,Y,0,N,N,A,1,N,N,N,1,0
2013,lg0564,1,P1,2,2,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1986,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0565,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T1,N,N,N,0,Doctor,N,N,1,N,N,A,0,N,N,N,0,0
2013,lg0566,1,P2,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,1,0
2013,lg0567,1,P2,3,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Doctor,N,N,2,N,N,A,1,N,N,N,1,0
2013,lg3289,1,P1,1,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1984,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0057,1,P3,8,22,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1963,N,T4,N,N,N,0,Master,N,N,25,N,N,A,0,N,N,N,0,0
2013,lg0535,1,P3,9,21,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1967,N,T4,N,N,N,0,Master,N,N,19,N,N,A,0,N,N,N,1,0
2013,lg0536,1,P3,7,20,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1964,N,T4,N,N,N,0,Master,N,N,18,N,N,A,0,N,N,N,1,0
2013,lg0543,1,P2,2,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Master,N,N,7,N,N,A,1,N,N,N,1,0
2013,lg0545,1,P2,5,2,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1983,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,Y,Y,1,0
2013,lg3290,1,P3,9,13,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T1,N,N,N,0,Master,N,N,12,N,N,A,0,N,Y,N,1,0
2013,lg0568,1,D,2,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1966,N,T1,N,N,N,0,Doctor,N,N,17,N,N,B,0,N,N,N,0,0
2013,lg0569,1,p3.YW,11,25,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1965,N,T1,N,N,N,0,Master,N,N,20,N,N,A,0,N,N,N,2,0
2013,lg0570,1,P3,9,22,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1961,N,T4,N,N,N,0,Master,N,N,23,N,N,A,0,N,N,N,0,0
2013,lg0571,1,P3,9,22,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1963,N,T3,N,N,N,0,Bachelor,N,Y,18,N,N,A,0,N,N,N,1,0
2013,lg0572,1,P3,8,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T2,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,0,0
2013,lg0573,1,P3,8,12,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1974,N,T3,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,1,0
2013,lg0653,1,P3,8,11,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T2,N,N,N,0,Master,N,N,8,N,N,A,0,N,Y,N,1,0
2013,lg0719,1,P3,6,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T1,N,N,N,0,Master,N,N,10,N,N,A,0,N,Y,N,0,0
2013,lg0574,1,P3,2,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T4,N,N,N,0,Doctor,N,Y,9,N,Y,A,0,N,N,N,1,0
2013,lg0575,1,P3,7,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,5,N,N,A,0,N,Y,N,1,0
2013,lg0576,1,P3,6,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,1,0
2013,lg0578,1,P3,2,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1968,N,T1,N,N,N,0,Doctor,N,Y,19,N,N,A,1,N,N,N,1,0
2013,lg0579,1,P2,4,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T2,N,N,N,0,Master,N,Y,4,N,N,A,0,N,Y,Y,1,0
2013,lg0580,1,P2,4,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,1,0
2013,lg0723,1,P3,9,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T4,N,N,N,0,Master,N,N,3,N,N,A,1,N,Y,Y,1,0
2013,lg0582,1,P2,4,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,Y,8,N,N,A,0,N,Y,Y,1,0
2013,lg0583,1,P3,9,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,A,N,N,N,0,Doctor,N,N,10,N,N,A,0,N,Y,N,1,0
2013,lg0584,1,P3,8,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Doctor,N,Y,5,N,Y,A,0,N,Y,Y,1,0
2013,lg0585,1,P2,2,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Master,N,N,6,N,N,A,0,N,N,N,0,0
2013,lg0586,1,P2,4,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Bachelor,N,Y,0,N,N,A,1,N,Y,Y,1,0
2013,lg0588,1,P2,1,5,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,Y,0,N,N,A,0,N,N,N,1,0
2013,lg3291,1,P2,2,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T2,N,N,N,0,Master,N,N,2,N,N,A,0,N,N,N,0,0
2013,lg0589,1,P2,4,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,Y,0,0
2013,lg0590,1,P2,1,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,A,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0591,1,P2,1,2,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1983,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0592,1,P2,1,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T4,N,N,N,0,Master,N,N,3,N,N,A,1,N,N,N,0,0
2013,lg0593,1,P2,3,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Master,N,N,4,N,N,A,1,N,N,N,0,0
2013,lg0595,1,P3,7,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Bachelor,N,N,7,N,N,A,1,N,Y,N,0,0
2013,lg0596,1,P3,8,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1971,N,T2,N,N,N,0,Master,N,N,3,N,N,A,1,N,Y,N,1,0
2013,lg0597,1,P2,2,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Doctor,N,N,4,N,N,A,0,N,N,N,1,0
2013,lg0598,1,P1,4,1,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1984,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,0,0
2013,lg0599,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,0,0
2013,lg0600,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg0601,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T3,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg0602,1,P2,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,T1,N,N,N,0,Master,N,N,2,N,N,A,1,N,N,N,0,0
2013,lg0603,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,3,N,N,A,1,N,N,N,0,0
2013,lg0740,1,P2,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg3292,1,P1,3,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1985,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg3293,1,P2,3,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,A,N,N,N,0,Master,N,N,5,N,N,A,1,N,N,N,0,0
2013,lg3294,1,P1,4,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T2,N,N,N,0,Master,N,N,2,N,N,A,1,N,Y,Y,0,0
2013,lg3295,1,P2,2,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1984,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg3296,1,P2,4,0,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,Y,0,0
2013,lg0604,1,P3,7,26,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1963,N,T1,N,N,N,0,Doctor,N,N,22,N,N,A,0,N,N,N,0,0
2013,lg0605,1,P3,3,17,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1968,N,T4,N,N,N,0,Master,N,Y,17,N,Y,A,0,N,N,N,1,0
2013,lg0606,1,P2,6,13,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Two-year college,N,N,6,N,N,A,0,N,Y,N,0,0
2013,lg3297,1,P3,8,13,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1971,N,T1,N,N,N,0,Master,N,Y,13,N,N,A,0,N,Y,N,1,0
2013,lg0607,1,P3,3,13,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1967,N,T2,N,N,N,0,Master,N,N,16,N,N,A,0,N,N,N,0,0
2013,lg0608,1,P3,8,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1966,N,T3,N,N,N,0,Master,N,N,18,N,N,A,1,N,N,N,0,0
2013,lg0609,1,P3,9,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1971,N,T2,N,N,N,0,Master,N,N,11,N,N,A,0,N,Y,N,1,0
2013,lg0610,1,P3,8,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T2,N,N,N,0,Master,N,N,12,N,N,A,0,N,Y,N,0,0
2013,lg3298,1,P3,6,11,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,6,N,N,A,0,N,Y,N,0,0
2013,lg0611,1,P3,7,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T1,N,N,N,0,Master,N,Y,11,N,N,A,1,N,Y,N,1,0
2013,lg0612,1,P3,6,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,5,N,N,A,1,N,Y,N,0,0
2013,lg0613,1,P3,7,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T3,N,N,N,0,Master,N,N,11,N,N,A,1,N,Y,N,0,0
2013,lg0614,1,P2,4,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Bachelor,N,N,6,N,N,A,1,N,Y,N,0,0
2013,lg0615,1,P2,1,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T4,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0616,1,P2,3,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Master,N,Y,6,N,N,A,1,N,N,N,1,0
2013,lg0617,1,P2,4,2,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1976,N,A,N,N,N,0,Master,N,Y,0,N,N,A,1,N,Y,Y,1,0
2013,lg0618,1,P2,3,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Master,N,Y,6,N,N,A,1,N,N,N,1,0
2013,lg0619,1,P2,5,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1979,N,T4,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,Y,0,0
2013,lg0620,1,P1,4,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T4,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2013,lg0621,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,0,0
2013,lg0622,1,P3,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1968,N,T1,N,N,N,0,Doctor,N,N,15,N,N,A,1,N,N,N,1,0
2013,lg0623,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,A,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2013,lg0624,1,P3,7,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T1,N,N,N,0,Master,N,N,9,N,N,A,1,N,Y,N,0,0
2013,lg0625,1,P2,3,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg0626,1,P2,5,1,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1979,N,T2,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,Y,0,0
2013,lg0627,1,P3,1,1,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1970,N,A,N,N,N,0,Doctor,N,N,18,N,N,A,1,N,N,N,0,0
2013,lg0628,1,P2,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Master,N,N,6,N,N,A,1,N,N,N,1,0
2013,lg0629,1,P2,3,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,7,N,N,A,1,N,N,N,0,0
2013,lg0630,1,P2,2,1,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg0631,1,P2,3,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T2,N,N,N,0,Master,N,N,7,N,N,A,1,N,N,N,1,0
2013,lg0632,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T2,N,N,N,0,Master,N,N,1,N,N,A,1,N,N,N,0,0
2013,lg0633,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg0634,1,P2,1,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1984,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2013,lg3299,1,P1,3,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0635,1,P3,1,14,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T3,N,N,N,0,Master,N,N,16,N,N,A,0,N,N,N,1,0
2013,lg0636,1,P3,6,12,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Two-year college,N,N,3,N,N,A,0,N,Y,N,0,1
2013,lg0637,1,P3,5,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1969,N,T1,N,N,N,0,Doctor,N,N,15,N,N,A,0,N,N,N,1,0
2013,lg0638,1,P3,10,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T2,N,N,N,0,Doctor,N,N,14,N,N,A,0,N,Y,Y,1,0
2013,lg0639,1,P3,1,4,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1971,N,T4,N,N,N,0,Master,N,Y,0,N,Y,A,1,N,N,N,1,0
2013,lg0640,1,P2,4,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Doctor,N,Y,2,N,N,A,1,N,Y,Y,1,0
2013,lg0641,1,P2,1,3,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0642,1,P2,1,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0643,1,P3,6,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T2,N,N,N,0,Master,N,Y,12,N,N,A,1,N,Y,N,1,0
2013,lg0644,1,P2,5,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1978,N,T4,N,N,N,0,Doctor,N,N,10,N,N,A,1,N,Y,Y,0,0
2013,lg0645,1,P2,4,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Master,N,Y,8,N,N,A,1,N,Y,Y,2,0
2013,lg0646,1,P2,4,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Master,N,N,4,N,N,A,1,N,Y,Y,1,0
2013,lg0647,1,P3,6,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Doctor,N,N,5,N,N,A,1,N,Y,N,1,0
2013,lg0648,1,P3,9,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T2,N,N,N,0,Doctor,N,N,8,N,N,A,1,N,Y,N,1,0
2013,lg0649,1,P2,2,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Doctor,N,Y,0,N,N,A,1,N,N,N,1,0
2013,lg3300,1,P2,2,0,Paid Leave,Female,R&D,Umyeon R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,3,N,N,A,1,N,N,N,0,0
2013,lg0790,1,P3,11,25,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1961,N,A,N,N,N,0,Master,N,Y,23,N,N,A,0,N,N,N,1,0
2013,lg0791,1,P3,1,13,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1971,N,T1,N,N,N,0,Master,N,Y,9,N,N,A,0,N,N,N,1,0
2013,lg0792,1,P3,7,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,Y,4,N,N,A,0,N,Y,N,1,0
2013,lg0793,1,P3,7,11,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T4,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,1,0
2013,lg0794,1,P3,7,11,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,A,N,N,N,0,Doctor,N,Y,13,N,N,A,0,N,Y,N,1,0
2013,lg0795,1,P3,7,11,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T3,N,N,N,0,Master,N,N,10,N,N,A,0,N,Y,N,0,0
2013,lg0796,1,P3,6,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2013,lg0798,1,P3,5,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Master,N,N,7,N,N,A,0,N,Y,N,1,0
2013,lg0799,1,P3,5,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Doctor,N,N,8,N,N,A,0,N,Y,N,0,1
2013,lg0802,1,P2,1,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,A,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0803,1,P2,2,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Master,N,N,8,N,N,A,0,N,N,N,1,0
2013,lg0804,1,P2,5,2,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Master,N,N,1,N,N,A,1,N,Y,Y,0,0
2013,lg0805,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,1,0
2013,lg0806,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1984,N,A,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,Y,0,0
2013,lg0807,1,P1,4,1,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1982,N,T3,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2013,lg3301,1,P2,1,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Doctor,N,N,3,N,N,A,0,N,N,N,0,0
2013,lg3302,1,P1,4,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,Y,0,0
2013,lg0650,1,P3,9,23,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1965,N,A,N,N,N,0,Master,N,Y,20,N,Y,A,0,N,N,N,1,0
2013,lg0651,1,P3,8,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T1,N,N,N,0,Master,N,N,13,N,N,A,0,N,Y,N,0,0
2013,lg0846,1,P3,10,12,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1971,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2013,lg0652,1,P3,5,12,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1969,N,T1,N,N,N,0,Master,N,Y,13,N,N,A,0,N,N,N,1,0
2013,lg0655,1,P3,7,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,0,0
2013,lg0656,1,P3,5,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,0,0
2013,lg0848,1,P3,2,9,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T1,N,N,N,0,Master,N,Y,16,N,Y,A,1,N,N,N,1,0
2013,lg0849,1,P3,7,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Master,N,N,2,N,N,A,1,N,Y,N,0,0
2013,lg0850,1,P3,1,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1970,N,T1,N,N,N,0,Doctor,N,Y,12,N,N,A,1,N,N,N,2,0
2013,lg0657,1,P2,4,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T2,N,N,N,0,Master,N,N,3,N,N,A,0,N,Y,Y,0,0
2013,lg0658,1,P2,1,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Master,N,Y,4,N,N,A,0,N,N,N,1,0
2013,lg0659,1,P2,2,7,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Master,N,N,7,N,N,A,0,N,N,N,0,0
2013,lg0851,1,P2,3,7,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2013,lg0660,1,P2,6,6,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Master,N,N,3,N,N,A,0,N,Y,Y,0,0
2013,lg0661,1,P3,10,5,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1973,N,T4,N,N,N,0,Doctor,N,N,5,N,N,A,1,N,Y,N,0,0
2013,lg0662,1,P3,8,5,Current_employee,Female,R&D,Umyeon R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Doctor,N,Y,0,N,N,A,0,N,Y,N,1,0
2013,lg0663,1,P2,1,4,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1980,N,T4,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,1,0
